Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_car,Avg_kms_per_yr
200,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.0,1493,100.0,7.0,6.5,7,14.377788795240455
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.0,1248,88.0,5.0,9.0,8,9.920634920634921
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.0,1197,81.0,5.0,6.0,8,30.26388888888889
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.0,1390,85.0,5.0,2.75,15,43.53359880537581
204,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.0,1193,64.0,5.0,1.5,14,35.07462686567164
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.0,1968,174.0,5.0,19.9,9,31.81290322580645
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.0,1798,177.0,5.0,10.0,10,37.735849056603776
207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.0,1364,67.0,5.0,3.0,10,51.63853028798411
209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.0,1595,120.0,5.0,11.96,10,18.49304865938431
210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.0,1498,98.0,5.0,3.25,11,22.35469448584203
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.0,1582,126.0,5.0,4.75,12,58.56709741550696
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.0,1461,83.0,5.0,5.95,10,14.895729890764647
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.0,1591,121.0,5.0,8.15,9,13.427791563275434
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.0,998,67.0,5.0,4.22,8,4.216269841269841
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.0,1796,186.0,5.0,10.5,14,15.17412935323383
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.0,2967,246.0,5.0,45.0,12,27.83300198807157
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.0,1086,68.0,5.0,2.9,12,21.868787276341948
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.0,1598,103.0,5.0,8.9,7,5.205751115518096
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.0,1798,177.0,5.0,26.0,7,12.890431333663857
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.0,1197,81.0,5.0,8.22,6,12.470763131813676
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.0,1498,98.0,5.0,3.5,10,31.777557100297916
222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.0,998,67.0,5.0,1.25,20,30.439121756487026
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.0,1461,65.0,5.0,3.7,11,53.1544957774466
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.0,2143,167.0,5.0,39.41,6,14.450445986124876
225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.0,998,67.0,5.0,2.65,11,15.896671634376553
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.0,1461,108.0,5.0,8.92,9,22.914640198511165
228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.0,1998,189.0,4.0,35.67,7,13.052553296975706
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.0,1396,53.0,5.0,0.85,17,99.65122072745392
231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.0,1199,76.0,5.0,3.32,8,30.165178571428573
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.0,1199,73.0,5.0,3.6,12,22.365805168986082
233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.0,1248,74.0,5.0,6.8,8,31.746031746031747
234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399,68.0,5.0,2.5,12,20.518886679920477
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.0,2755,171.0,7.0,19.64,5,7.0158494304110945
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.0,2199,194.0,7.0,7.0,13,33.31675783192441
237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.0,1497,117.0,5.0,3.87,13,16.19691695673794
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.0,1197,81.0,5.0,6.27,6,7.413280475718533
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.0,2143,167.0,5.0,18.12,9,27.781637717121587
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.0,936,57.0,5.0,2.65,11,36.76105315449578
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.0,1396,88.0,5.0,7.2,9,28.211910669975186
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.0,2494,100.0,7.0,14.3,9,60.235235732009926
243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.0,1248,88.0,7.0,6.9,11,25.8320914058619
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.0,2494,102.0,7.0,10.75,10,58.58987090367428
246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.0,1497,117.0,5.0,8.09,8,16.822916666666668
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.0,1995,184.0,5.0,18.5,10,40.715988083416086
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.75,7,16.36093207734259
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.0,1248,88.0,5.0,8.45,8,16.865079365079364
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.0,1598,103.0,5.0,3.5,12,27.335984095427435
251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.0,1493,82.0,5.0,1.8,18,80.02891326021934
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.0,1498,103.0,5.0,3.7,10,29.791459781529294
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.0,1199,88.0,5.0,7.17,7,24.578582052553298
254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.0,1086,68.0,5.0,1.75,14,41.29353233830846
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.0,1995,183.0,5.0,21.99,6,25.44400396432111
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.0,2393,147.0,7.0,18.65,7,21.318790282597917
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.0,796,35.0,5.0,1.85,13,17.4042764793635
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.0,1197,81.0,5.0,5.95,7,13.818542389687655
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.0,1197,82.0,5.0,3.75,10,8.199602780536246
260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.0,1248,74.0,5.0,3.75,12,59.642147117296226
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582,126.0,5.0,2.6,16,71.35209163346613
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197,80.0,5.0,2.8,14,25.870646766169155
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.0,2987,254.0,5.0,61.29,7,14.783837382250868
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.0,2148,170.0,5.0,18.0,10,28.30188679245283
266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.0,1248,73.0,5.0,4.35,10,43.94240317775571
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.0,1582,126.0,5.0,13.75,8,13.88888888888889
268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998,66.0,5.0,2.0,14,33.333333333333336
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.0,1461,108.0,5.0,10.0,8,12.896825396825397
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.0,1248,76.0,5.0,1.65,14,59.701492537313435
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.0,2993,258.0,5.0,45.77,7,25.771938522558255
272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.0,1197,78.0,5.0,3.25,14,17.91044776119403
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.0,2494,102.0,7.0,12.8,8,23.313492063492063
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.0,993,60.0,5.0,0.55,22,29.97002997002997
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.0,1248,74.0,5.0,7.15,6,15.374132804757185
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.0,2179,120.0,8.0,7.0,11,52.16095380029806
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.0,1248,74.0,5.0,3.75,7,60.43629152206247
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.0,999,123.0,5.0,8.5,7,11.25185919682697
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.0,1248,74.0,5.0,4.35,12,36.28230616302187
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.0,796,47.0,5.0,3.26,8,15.985615079365079
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497,118.0,5.0,4.21,13,27.349577324714073
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.0,2967,241.0,7.0,70.36,6,5.593161546085233
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896,105.0,5.0,2.95,15,23.892483822797413
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.0,1591,121.0,5.0,4.28,12,26.992047713717692
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.0,1497,118.0,5.0,3.57,15,39.045296167247386
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.0,1396,88.0,5.0,3.11,11,22.851465474416294
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396,98.0,5.0,5.96,10,22.36891757696127
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.0,1598,103.0,5.0,4.7,13,34.31128791645947
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.0,1497,117.0,5.0,6.9,10,24.32969215491559
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.0,1248,74.0,5.0,5.25,6,22.29930624380575
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.0,1995,177.0,5.0,28.0,9,31.76178660049628
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.0,1061,67.0,5.0,1.35,15,29.865604778496763
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.0,1199,88.0,5.0,4.85,9,30.8575682382134
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896,105.0,5.0,6.7,12,28.830019880715707
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.0,1197,78.0,5.0,3.1,14,36.81592039800995
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.0,2143,170.0,5.0,18.64,9,38.59602977667494
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.0,1197,78.0,5.0,2.8,12,22.50248508946322
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.0,2393,147.0,7.0,20.25,8,23.80952380952381
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.0,1968,174.0,5.0,26.78,9,15.70818858560794
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.0,2494,100.0,7.0,8.26,14,54.22885572139303
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.0,1198,73.0,5.0,3.89,9,15.869975186104218
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.0,998,67.0,5.0,2.1,13,34.808552958727
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497,117.0,5.0,12.69,7,7.4367873078829945
304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405,70.0,5.0,2.58,11,29.37804272230502
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.0,1968,174.0,5.0,20.77,10,30.648460774577956
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.0,2143,136.0,5.0,20.26,9,23.82133995037221
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.0,998,67.0,5.0,4.25,10,38.63704071499504
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.0,2143,201.0,5.0,57.0,7,14.377788795240455
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.0,2179,187.0,5.0,44.0,7,21.81457610312345
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.0,1598,103.0,5.0,3.65,13,54.01591248135256
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0,796,35.0,5.0,2.05,12,35.68141153081511
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.0,1198,86.0,5.0,3.13,12,45.691351888667995
315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.0,2956,83.0,7.0,1.5,24,79.0
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248,75.0,5.0,2.85,12,45.31958250497018
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.0,998,67.0,5.0,2.65,12,32.306163021868784
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179,140.0,7.0,10.6,9,43.8848635235732
319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.0,1396,70.0,5.0,1.25,16,68.72509960159363
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.0,1373,93.0,7.0,8.25,6,8.919722497522299
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.0,2354,177.0,5.0,4.45,13,29.835902536051716
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.0,1248,73.0,5.0,3.7,12,23.856858846918488
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.0,1399,68.0,5.0,2.8,15,79.64161274265804
324,Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.0,1497,78.0,5.0,1.8,16,19.9203187250996
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.0,1968,174.0,5.0,21.95,10,25.56852035749752
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,Diesel,Automatic,First,9.0,2993,313.0,4.0,49.0,13,14.917951268025858
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,Diesel,Automatic,First,14.0,2967,245.0,7.0,62.67,7,48.30441249380268
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1396,90.0,5.0,5.5,12,41.25248508946322
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.0,1197,78.0,5.0,2.95,15,18.41712294673967
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199,88.0,5.0,6.86,8,14.138392857142858
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.0,1248,74.0,5.0,6.15,9,37.96327543424318
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.0,1197,82.0,5.0,3.3,13,39.35952262555942
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.0,1198,73.0,5.0,2.55,13,15.912481352560915
335,Maruti Alto LXi,Ahmedabad,2009,35000,Petrol,Manual,First,19.0,796,46.0,5.0,1.5,15,17.421602787456447
336,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.0,1794,125.0,5.0,2.5,20,52.395209580838326
337,Maruti Alto LXi,Chennai,2006,56000,Petrol,Manual,Second,19.0,796,46.0,5.0,1.4,18,27.916251246261215
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.0,1248,88.0,5.0,3.4,12,36.28230616302187
339,Maruti Alto LXi,Pune,2012,38000,Petrol,Manual,First,19.0,796,46.0,5.0,2.25,12,18.88667992047714
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.0,1968,141.0,5.0,7.5,11,384.99751614505715
341,Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.0,1794,125.0,5.0,2.8,16,39.8406374501992
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.0,1197,81.0,5.0,7.66,8,12.387400793650794
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.0,1248,88.0,5.0,7.15,8,22.321428571428573
344,Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0,1497,118.0,5.0,3.5,14,43.49751243781095
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248,75.0,5.0,3.5,10,66.506454816286
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.0,1498,98.0,5.0,3.45,11,28.315946348733235
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.0,814,55.0,5.0,3.55,8,13.841269841269842
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.0,1995,190.0,5.0,25.99,9,15.244168734491316
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.0,1582,126.0,5.0,5.25,12,39.761431411530815
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.0,1248,88.0,5.0,2.9,11,23.49925484351714
351,Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.0,1984,227.0,5.0,2.05,19,49.87531172069826
352,Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.0,998,67.0,5.0,3.75,7,14.873574615765989
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.0,1498,89.0,5.0,6.75,10,33.76365441906653
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995,62.0,5.0,0.95,13,10.4425658876181
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.0,1999,177.0,5.0,52.0,7,10.411502231036192
356,Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.0,1997,141.0,5.0,3.91,17,59.29247633283508
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.0,1798,177.0,5.0,27.3,5,6.808816245666171
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,Petrol,Manual,First,20.0,1197,78.0,5.0,2.7,15,308.6112493777999
359,Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.0,1248,74.0,5.0,3.5,11,34.77396920019871
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.0,1197,83.0,5.0,6.2,8,8.928571428571429
361,Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.0,1461,63.0,5.0,2.75,13,41.27299850820487
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.0,1248,74.0,5.0,3.25,9,64.51612903225806
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.0,1399,67.0,5.0,3.25,12,31.51093439363817
364,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.0,993,60.0,5.0,0.65,21,32.45132301547679
365,Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.0,1998,192.0,5.0,35.0,7,4.1398116013882005
366,Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.0,1364,67.0,5.0,3.25,10,22.34359483614697
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.0,796,47.0,5.0,2.9,6,12.983151635282457
368,Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.0,796,47.0,5.0,2.9,13,5.469915464942814
369,BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993,235.0,5.0,17.75,15,44.79840716774515
370,Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.0,2496,179.0,5.0,8.25,9,36.72456575682382
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.0,1197,82.0,5.0,5.77,9,18.402481389578163
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.0,1248,88.0,5.0,9.49,7,19.335647000495786
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.0,2967,241.0,7.0,12.95,16,49.30278884462152
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.0,2143,136.0,5.0,20.0,9,18.858560794044664
375,Maruti 800 AC,Chennai,2007,72000,Petrol,Manual,Third,16.0,796,37.0,4.0,1.0,17,35.874439461883405
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.0,1461,83.0,5.0,7.1,9,46.15384615384615
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.0,1364,87.0,5.0,16.5,7,2.9251363411006444
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.0,2148,170.0,5.0,26.0,10,12.413108242303872
379,Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.0,1248,73.0,5.0,3.2,14,33.830845771144276
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,117.0,7.0,9.48,7,17.687654933068913
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.0,1120,71.0,5.0,4.0,9,36.878411910669975
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.0,2143,203.0,5.0,26.5,10,29.475670307845085
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.0,1595,120.0,5.0,11.77,10,20.54617676266137
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143,204.0,5.0,37.0,7,16.80713931581557
385,Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.0,1497,117.0,5.0,8.75,8,13.88888888888889
387,Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497,118.0,5.0,3.75,13,46.733963202386875
388,Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.0,1599,103.0,5.0,2.5,14,47.2636815920398
389,Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.0,1999,246.0,5.0,34.5,7,4.4620723847297965
390,Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198,86.0,5.0,4.65,9,26.06253101736973
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.0,1598,122.0,4.0,32.0,9,9.925558312655086
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.0,2987,282.0,5.0,62.81,7,27.987605354486863
393,Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.0,814,55.0,5.0,3.25,10,18.37140019860973
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.0,998,67.0,5.0,3.1,10,8.639523336643496
395,Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.0,1248,73.0,5.0,3.91,13,44.85678766782695
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.0,1995,181.0,5.0,11.0,13,44.56290402784684
397,Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.0,2179,138.0,5.0,3.5,10,42.20456802383317
398,Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.0,1968,143.0,5.0,16.5,10,39.35998013902681
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,12.0,2179,187.0,5.0,30.0,12,27.83300198807157
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987,224.0,7.0,28.0,14,42.28905472636816
